Order ID,Order Date,CustomerName,State,City,Order ID.1,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Year,Month,Quarter,Day,Weekday,Profit_Margin_%,Avg_Price,Order_Type,Profit_Status,Customer_Total_Spend,Total_Orders,Customer_Total_Profit,Customer_Segment,Profit_Category,Average_Customer_Spend,Estimated_CLV,Discount_Impact,Sales_Performance
B-25852,2018-11-07,Soumyabrata,Andhra Pradesh,Hyderabad,B-25986,749,-307,7,Furniture,Furnishings,COD,2018.0,November,4.0,7.0,Wednesday,-40.99,107.0,Low Value,Loss,749,1,-307,Low Value,Loss,749.0,749.0,High,Average
B-25981,2018-01-28,Amruta,Delhi,Delhi,B-26067,1120,199,6,Clothing,Saree,EMI,2018.0,January,1.0,28.0,Sunday,17.77,186.67,Low Value,Profit,1120,1,199,Low Value,Medium Profit,1120.0,1120.0,Low,Average
B-25899,2018-12-08,Aishwarya,Uttar Pradesh,Prayagraj,B-25953,744,119,6,Electronics,Printers,COD,2018.0,December,4.0,8.0,Saturday,15.99,124.0,Low Value,Profit,744,1,119,Low Value,Medium Profit,744.0,744.0,Low,Average
B-25870,2018-11-20,Pranav,Andhra Pradesh,Hyderabad,B-25952,14,0,4,Clothing,Hankerchief,UPI,2018.0,November,4.0,20.0,Tuesday,0.0,3.5,Low Value,Break Even,66,2,18,Low Value,Loss,33.0,66.0,Low,Average
B-26040,2018-02-26,Sahil,Punjab,Chandigarh,B-25903,19,8,2,Clothing,Hankerchief,Debit Card,2018.0,February,1.0,26.0,Monday,42.11,9.5,Low Value,Profit,95,2,35,Low Value,Medium Profit,47.5,95.0,Low,Average
B-25671,2018-05-27,Mitali,Nagaland,Kohima,B-25650,512,-225,5,Clothing,Saree,COD,2018.0,May,2.0,27.0,Sunday,-43.95,102.4,Low Value,Loss,997,2,-26,Low Value,Loss,498.5,997.0,High,Average
B-26100,2018-03-31,Hitika,Madhya Pradesh,Indore,B-25970,742,198,2,Furniture,Bookcases,COD,2018.0,March,1.0,31.0,Saturday,26.68,371.0,Low Value,Profit,1175,3,184,Low Value,Medium Profit,391.67,1175.01,Low,Average
B-25651,2018-05-07,Anurag,Madhya Pradesh,Indore,B-26062,44,-40,3,Clothing,Stole,COD,2018.0,May,2.0,7.0,Monday,-90.91,14.67,Low Value,Loss,872,2,190,Low Value,Loss,436.0,872.0,High,Average
B-25968,2018-01-21,Paromita,Punjab,Amritsar,B-25643,1061,-36,8,Furniture,Bookcases,EMI,2018.0,January,1.0,21.0,Sunday,-3.39,132.62,Low Value,Loss,1061,1,-36,Low Value,Loss,1061.0,1061.0,High,Average
B-26019,2018-02-15,Jitesh,Uttar Pradesh,Lucknow,B-25632,19,-2,2,Clothing,Leggings,Debit Card,2018.0,February,1.0,15.0,Thursday,-10.53,9.5,Low Value,Loss,1027,3,-13,Low Value,Loss,342.33,1026.99,High,Average
B-25664,2018-05-20,Pratyusmita,Bihar,Patna,B-25821,17,0,1,Clothing,Hankerchief,COD,2018.0,May,2.0,20.0,Sunday,0.0,17.0,Low Value,Break Even,17,1,0,Low Value,Loss,17.0,17.0,Low,Average
B-26033,2018-02-22,Atharv,West Bengal,Kolkata,B-25878,741,267,5,Furniture,Bookcases,COD,2018.0,February,1.0,22.0,Thursday,36.03,148.2,Low Value,Profit,1487,3,222,Low Value,Medium Profit,495.67,1487.01,Low,Average
B-26052,2018-03-08,Ajay,Karnataka,Bangalore,B-25752,735,-235,6,Electronics,Printers,COD,2018.0,March,1.0,8.0,Thursday,-31.97,122.5,Low Value,Loss,949,3,-234,Low Value,Loss,316.33,948.99,High,Average
B-25999,2018-02-05,Diwakar,Delhi,Delhi,B-25750,19,-1,1,Clothing,Shirt,Debit Card,2018.0,February,1.0,5.0,Monday,-5.26,19.0,Low Value,Loss,19,1,-1,Low Value,Loss,19.0,19.0,High,Average
B-25781,2018-09-14,Rutuja,Gujarat,Ahmedabad,B-25657,1021,-48,4,Electronics,Electronic Games,EMI,2018.0,September,3.0,14.0,Friday,-4.7,255.25,Low Value,Loss,1021,1,-48,Low Value,Loss,1021.0,1021.0,High,Average
B-25764,2018-08-28,Sanjova,Maharashtra,Pune,B-25787,556,-209,7,Clothing,Saree,COD,2018.0,August,3.0,28.0,Tuesday,-37.59,79.43,Low Value,Loss,556,1,-209,Low Value,Loss,556.0,556.0,High,Average
B-25803,2018-10-05,Shivanshu,Madhya Pradesh,Indore,B-25808,63,-17,6,Clothing,Leggings,COD,2018.0,October,4.0,5.0,Friday,-26.98,10.5,Low Value,Loss,63,1,-17,Low Value,Loss,63.0,63.0,High,Average
B-25945,2018-01-11,Mhatre,Madhya Pradesh,Indore,B-25885,734,248,2,Furniture,Chairs,COD,2018.0,January,1.0,11.0,Thursday,33.79,367.0,Low Value,Profit,734,1,248,Low Value,Medium Profit,734.0,734.0,Low,Average
B-26086,2018-03-26,Mukesh,Haryana,Chandigarh,B-25778,933,166,5,Clothing,Saree,Credit Card,2018.0,March,1.0,26.0,Monday,17.79,186.6,Low Value,Profit,1080,2,239,Low Value,Medium Profit,540.0,1080.0,Low,Average
B-25845,2018-11-03,Snel,Kerala,Thiruvananthapuram,B-25759,20,-9,6,Clothing,Hankerchief,Debit Card,2018.0,November,4.0,3.0,Saturday,-45.0,3.33,Low Value,Loss,20,1,-9,Low Value,Loss,20.0,20.0,High,Average
B-25817,2018-10-13,Praneet,Maharashtra,Mumbai,B-25747,877,395,2,Furniture,Bookcases,Credit Card,2018.0,October,4.0,13.0,Saturday,45.04,438.5,Low Value,Profit,877,1,395,Low Value,Medium Profit,877.0,877.0,Low,Average
B-25951,2018-01-13,Jesal,West Bengal,Kolkata,B-25878,719,303,6,Furniture,Chairs,COD,2018.0,January,1.0,13.0,Saturday,42.14,119.83,Low Value,Profit,719,1,303,Low Value,Medium Profit,719.0,719.0,Low,Average
B-25970,2018-01-22,Rhea,Maharashtra,Mumbai,B-25603,12,1,2,Clothing,Hankerchief,COD,2018.0,January,1.0,22.0,Monday,8.33,6.0,Low Value,Profit,256,2,-121,Low Value,Medium Profit,128.0,256.0,Low,Average
B-25878,2018-11-24,Mrinal,Maharashtra,Mumbai,B-25691,714,56,4,Clothing,Saree,COD,2018.0,November,4.0,24.0,Saturday,7.84,178.5,Low Value,Profit,714,1,56,Low Value,Medium Profit,714.0,714.0,Low,Average
B-26057,2018-03-10,Sharda,Kerala,Thiruvananthapuram,B-25607,50,-15,4,Clothing,Leggings,COD,2018.0,March,1.0,10.0,Saturday,-30.0,12.5,Low Value,Loss,312,2,49,Low Value,Loss,156.0,312.0,High,Average
B-25885,2018-11-28,Shatayu,Madhya Pradesh,Indore,B-25708,709,-100,5,Electronics,Phones,COD,2018.0,November,4.0,28.0,Wednesday,-14.1,141.8,Low Value,Loss,709,1,-100,Low Value,Loss,709.0,709.0,High,Average
B-25897,2018-12-06,Rohan,Madhya Pradesh,Indore,B-26021,21,-12,3,Clothing,Hankerchief,Debit Card,2018.0,December,4.0,6.0,Thursday,-57.14,7.0,Low Value,Loss,1269,4,513,Low Value,Loss,317.25,1269.0,High,Average
B-25756,2018-08-20,Mohan,Maharashtra,Mumbai,B-25831,693,254,6,Clothing,Saree,COD,2018.0,August,3.0,20.0,Monday,36.65,115.5,Low Value,Profit,2438,2,376,Low Value,Medium Profit,1219.0,2438.0,Low,Average
B-25859,2018-11-14,Chikku,Madhya Pradesh,Indore,B-25850,24,1,4,Clothing,Hankerchief,COD,2018.0,November,4.0,14.0,Wednesday,4.17,6.0,Low Value,Profit,24,1,1,Low Value,Medium Profit,24.0,24.0,Low,Average
B-25691,2018-06-16,Akancha,Maharashtra,Mumbai,B-25670,24,1,2,Clothing,Hankerchief,UPI,2018.0,June,2.0,16.0,Saturday,4.17,12.0,Low Value,Profit,24,1,1,Low Value,Medium Profit,24.0,24.0,Low,Average
B-25633,2018-04-26,Amit,Sikkim,Gangtok,B-25852,24,1,2,Clothing,Hankerchief,COD,2018.0,April,2.0,26.0,Thursday,4.17,12.0,Low Value,Profit,468,2,-199,Low Value,Medium Profit,234.0,468.0,Low,Average
B-25708,2018-07-01,Kishwar,Madhya Pradesh,Indore,B-26029,21,10,1,Clothing,T-shirt,Debit Card,2018.0,July,3.0,1.0,Sunday,47.62,21.0,Low Value,Profit,21,1,10,Low Value,Medium Profit,21.0,21.0,Low,Average
B-25831,2018-10-27,Mahima,Sikkim,Gangtok,B-25959,681,259,4,Furniture,Chairs,COD,2018.0,October,4.0,27.0,Saturday,38.03,170.25,Low Value,Profit,2155,3,173,Low Value,Medium Profit,718.33,2154.99,Low,Average
B-25856,2018-11-10,Abhijeet,Maharashtra,Mumbai,B-25676,674,-187,2,Furniture,Tables,COD,2018.0,November,4.0,10.0,Saturday,-27.74,337.0,Low Value,Loss,689,2,-189,Low Value,Loss,344.5,689.0,High,Average
B-25893,2018-12-04,Vrinda,Uttar Pradesh,Mathura,B-26097,671,-309,5,Electronics,Electronic Games,COD,2018.0,December,4.0,4.0,Tuesday,-46.05,134.2,Low Value,Loss,806,2,-363,Low Value,Loss,403.0,806.0,High,Average
B-25959,2018-01-18,Muskan,Madhya Pradesh,Indore,B-25888,646,-213,3,Electronics,Electronic Games,COD,2018.0,January,1.0,18.0,Thursday,-32.97,215.33,Low Value,Loss,646,1,-213,Low Value,Loss,646.0,646.0,High,Average
B-26000,2018-02-06,Shubham,Delhi,Delhi,B-25911,40,15,1,Clothing,Kurti,COD,2018.0,February,1.0,6.0,Tuesday,37.5,40.0,Low Value,Profit,1926,5,442,Low Value,Medium Profit,385.2,1926.0,Low,Average
B-26097,2018-03-28,Vini,Karnataka,Bangalore,B-25662,24,-2,2,Clothing,T-shirt,COD,2018.0,March,1.0,28.0,Wednesday,-8.33,12.0,Low Value,Loss,546,3,84,Low Value,Loss,182.0,546.0,High,Average
B-25745,2018-08-09,Kartik,Gujarat,Ahmedabad,B-25950,644,167,2,Electronics,Printers,COD,2018.0,August,3.0,9.0,Thursday,25.93,322.0,Low Value,Profit,1409,2,131,Low Value,Medium Profit,704.5,1409.0,Low,Average
B-25974,2018-01-25,Manisha,Rajasthan,Udaipur,B-25847,643,225,2,Electronics,Printers,COD,2018.0,January,1.0,25.0,Thursday,34.99,321.5,Low Value,Profit,643,1,225,Low Value,Medium Profit,643.0,643.0,Low,Average
B-25670,2018-05-25,Charika,Goa,Goa,B-25796,632,-316,6,Clothing,Saree,COD,2018.0,May,2.0,25.0,Friday,-50.0,105.33,Low Value,Loss,632,1,-316,Low Value,Loss,632.0,632.0,High,Average
B-25848,2018-11-03,Rohan,Himachal Pradesh,Simla,B-25693,632,316,6,Clothing,Saree,COD,2018.0,November,4.0,3.0,Saturday,50.0,105.33,Low Value,Profit,1269,4,513,Low Value,Medium Profit,317.25,1269.0,Low,Average
B-25888,2018-12-02,Rohan,Punjab,Amritsar,B-25993,610,208,3,Electronics,Printers,COD,2018.0,December,4.0,2.0,Sunday,34.1,203.33,Low Value,Profit,1269,4,513,Low Value,Medium Profit,317.25,1269.0,Low,Average
B-25942,2018-01-08,Ankur,Andhra Pradesh,Hyderabad,B-26052,78,-28,6,Clothing,Kurti,UPI,2018.0,January,1.0,8.0,Monday,-35.9,13.0,Low Value,Loss,528,2,-118,Low Value,Loss,264.0,528.0,High,Average
B-25847,2018-11-03,Aniket,Haryana,Chandigarh,B-25930,595,119,4,Furniture,Bookcases,COD,2018.0,November,4.0,3.0,Saturday,20.0,148.75,Low Value,Profit,595,1,119,Low Value,Medium Profit,595.0,595.0,Low,Average
B-25636,2018-04-26,Nishi,Maharashtra,Mumbai,B-25785,595,292,3,Clothing,Saree,COD,2018.0,April,2.0,26.0,Thursday,49.08,198.33,Low Value,Profit,856,2,305,Low Value,Medium Profit,428.0,856.0,Low,Average
B-25826,2018-10-22,Tanushree,Maharashtra,Mumbai,B-26093,852,51,5,Furniture,Bookcases,Credit Card,2018.0,October,4.0,22.0,Monday,5.99,170.4,Low Value,Profit,852,1,51,Low Value,Medium Profit,852.0,852.0,Low,Average
B-26081,2018-03-22,Aarushi,Tamil Nadu,Chennai,B-26053,594,89,3,Furniture,Bookcases,COD,2018.0,March,1.0,22.0,Thursday,14.98,198.0,Low Value,Profit,2815,3,116,Low Value,Medium Profit,938.33,2814.99,Low,Average
B-25625,2018-04-23,Pinky,Jammu and Kashmir,Kashmir,B-26019,585,175,13,Clothing,T-shirt,COD,2018.0,April,2.0,23.0,Monday,29.91,45.0,Low Value,Profit,627,3,189,Low Value,Medium Profit,209.0,627.0,Low,Average
B-25802,2018-10-05,Yash,Maharashtra,Mumbai,B-26070,582,262,5,Furniture,Furnishings,COD,2018.0,October,4.0,5.0,Friday,45.02,116.4,Low Value,Profit,582,1,262,Low Value,Medium Profit,582.0,582.0,Low,Average
B-25693,2018-06-18,Parna,Madhya Pradesh,Bhopal,B-25870,845,84,7,Clothing,Saree,Credit Card,2018.0,June,2.0,18.0,Monday,9.94,120.71,Low Value,Profit,845,1,84,Low Value,Medium Profit,845.0,845.0,Low,Average
B-25796,2018-09-24,Sukrith,Maharashtra,Mumbai,B-25855,829,19,4,Electronics,Printers,Credit Card,2018.0,September,3.0,24.0,Monday,2.29,207.25,Low Value,Profit,829,1,19,Low Value,Medium Profit,829.0,829.0,Low,Average
B-25806,2018-10-06,Dhanraj,Madhya Pradesh,Indore,B-25602,561,212,3,Clothing,Saree,COD,2018.0,October,4.0,6.0,Saturday,37.79,187.0,Low Value,Profit,561,1,212,Low Value,Medium Profit,561.0,561.0,Low,Average
B-25710,2018-07-05,Megha,Maharashtra,Pune,B-25728,771,-424,2,Electronics,Phones,Credit Card,2018.0,July,3.0,5.0,Thursday,-54.99,385.5,Low Value,Loss,816,2,-452,Low Value,Loss,408.0,816.0,High,Average
B-25669,2018-05-25,Piyali,Sikkim,Gangtok,B-25803,765,8,6,Clothing,Saree,EMI,2018.0,May,2.0,25.0,Friday,1.05,127.5,Low Value,Profit,765,1,8,Low Value,Medium Profit,765.0,765.0,Low,Average
B-25857,2018-11-10,Anand,Madhya Pradesh,Indore,B-25996,31,2,2,Clothing,Hankerchief,COD,2018.0,November,4.0,10.0,Saturday,6.45,15.5,Low Value,Profit,364,2,52,Low Value,Medium Profit,182.0,364.0,Low,Average
B-25785,2018-09-15,Ayush,West Bengal,Kolkata,B-26078,557,-111,2,Electronics,Electronic Games,COD,2018.0,September,3.0,15.0,Saturday,-19.93,278.5,Low Value,Loss,2355,3,-137,Low Value,Loss,785.0,2355.0,High,Average
B-25930,2018-01-03,Monica,Punjab,Chandigarh,B-25803,757,371,2,Electronics,Printers,Credit Card,2018.0,January,1.0,3.0,Wednesday,49.01,378.5,Low Value,Profit,757,1,371,Low Value,Medium Profit,757.0,757.0,Low,Average
B-26053,2018-03-09,Kirti,Jammu and Kashmir,Kashmir,B-25682,545,-73,11,Electronics,Phones,COD,2018.0,March,1.0,9.0,Friday,-13.39,49.55,Low Value,Loss,1461,2,119,Low Value,Loss,730.5,1461.0,High,Average
B-26070,2018-03-18,Shruti,Karnataka,Bangalore,B-25749,1052,-82,3,Furniture,Bookcases,UPI,2018.0,March,1.0,18.0,Sunday,-7.79,350.67,Low Value,Loss,2735,4,101,Low Value,Loss,683.75,2735.0,High,Average
B-25791,2018-09-24,Avish,Kerala,Thiruvananthapuram,B-25962,544,-152,3,Furniture,Bookcases,COD,2018.0,September,3.0,24.0,Monday,-27.94,181.33,Low Value,Loss,544,1,-152,Low Value,Loss,544.0,544.0,High,Average
B-25983,2018-01-30,Atul,Delhi,Delhi,B-25899,22,9,2,Clothing,Leggings,Debit Card,2018.0,January,1.0,30.0,Tuesday,40.91,11.0,Low Value,Profit,22,1,9,Low Value,Medium Profit,22.0,22.0,Low,Average
B-25979,2018-01-27,Shivangi,Madhya Pradesh,Indore,B-25845,757,371,2,Electronics,Printers,Credit Card,2018.0,January,1.0,27.0,Saturday,49.01,378.5,Low Value,Profit,953,2,364,Low Value,Medium Profit,476.5,953.0,Low,Average
B-26054,2018-03-10,Mayank,Maharashtra,Mumbai,B-25951,742,198,2,Furniture,Bookcases,Credit Card,2018.0,March,1.0,10.0,Saturday,26.68,371.0,Low Value,Profit,961,2,198,Low Value,Medium Profit,480.5,961.0,Low,Average
B-26078,2018-03-22,Kasheen,West Bengal,Kolkata,B-25828,537,107,3,Clothing,Saree,COD,2018.0,March,1.0,22.0,Thursday,19.93,179.0,Low Value,Profit,1097,3,21,Low Value,Medium Profit,365.67,1097.01,Low,Average
B-25787,2018-09-20,Asish,Jammu and Kashmir,Kashmir,B-25803,536,91,1,Clothing,Trousers,COD,2018.0,September,3.0,20.0,Thursday,16.98,536.0,Low Value,Profit,536,1,91,Low Value,Medium Profit,536.0,536.0,Low,Average
B-25682,2018-06-07,Krutika,Bihar,Patna,B-25656,6,3,1,Clothing,Hankerchief,COD,2018.0,June,2.0,7.0,Thursday,50.0,6.0,Low Value,Profit,1082,2,-35,Low Value,Medium Profit,541.0,1082.0,Low,Average
B-25962,2018-01-19,Tejeswini,Maharashtra,Pune,B-25681,523,204,7,Clothing,Trousers,COD,2018.0,January,1.0,19.0,Friday,39.01,74.71,Low Value,Profit,523,1,204,Low Value,Medium Profit,523.0,523.0,Low,Average
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,B-25658,27,9,2,Clothing,T-shirt,UPI,2018.0,August,3.0,14.0,Tuesday,33.33,13.5,Low Value,Profit,27,1,9,Low Value,Medium Profit,27.0,27.0,Low,Average
B-25828,2018-10-24,Nikita,Punjab,Chandigarh,B-25698,516,392,8,Furniture,Chairs,COD,2018.0,October,4.0,24.0,Wednesday,75.97,64.5,Low Value,Profit,516,1,392,Low Value,Medium Profit,516.0,516.0,Low,Average
B-25622,2018-04-22,Monisha,Rajasthan,Jaipur,B-25832,504,116,3,Furniture,Bookcases,COD,2018.0,April,2.0,22.0,Sunday,23.02,168.0,Low Value,Profit,620,3,135,Low Value,Medium Profit,206.67,620.01,Low,Average
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,B-25886,502,84,4,Electronics,Phones,COD,2018.0,August,3.0,14.0,Tuesday,16.73,125.5,Low Value,Profit,502,1,84,Low Value,Medium Profit,502.0,502.0,Low,Average
B-25685,2018-06-10,Sheetal,Madhya Pradesh,Indore,B-25897,734,213,6,Electronics,Electronic Games,Credit Card,2018.0,June,2.0,10.0,Sunday,29.02,122.33,Low Value,Profit,2998,4,870,Low Value,Medium Profit,749.5,2998.0,Low,Average
B-26010,2018-02-11,Kartikay,Bihar,Patna,B-25873,42,12,2,Clothing,Kurti,COD,2018.0,February,1.0,11.0,Sunday,28.57,21.0,Low Value,Profit,42,1,12,Low Value,Medium Profit,42.0,42.0,Low,Average
B-26035,2018-02-23,Pinky,Jammu and Kashmir,Kashmir,B-25858,29,11,4,Clothing,Skirt,COD,2018.0,February,1.0,23.0,Friday,37.93,7.25,Low Value,Profit,627,3,189,Low Value,Medium Profit,209.0,627.0,Low,Average
B-25698,2018-06-23,Amisha,Tamil Nadu,Chennai,B-25867,240,12,6,Clothing,Kurti,UPI,2018.0,June,2.0,23.0,Saturday,5.0,40.0,Low Value,Profit,240,1,12,Low Value,Medium Profit,240.0,240.0,Low,Average
B-25966,2018-01-21,Soumya,Rajasthan,Udaipur,B-25633,496,-79,2,Clothing,Trousers,COD,2018.0,January,1.0,21.0,Sunday,-15.93,248.0,Low Value,Loss,727,2,20,Low Value,Loss,363.5,727.0,High,Average
B-25832,2018-10-28,Harshita,Maharashtra,Mumbai,B-25609,485,29,4,Electronics,Electronic Games,COD,2018.0,October,4.0,28.0,Sunday,5.98,121.25,Low Value,Profit,485,1,29,Low Value,Medium Profit,485.0,485.0,Low,Average
B-25743,2018-08-07,Aman,Nagaland,Kohima,B-25896,31,-11,3,Clothing,Skirt,UPI,2018.0,August,3.0,7.0,Tuesday,-35.48,10.33,Low Value,Loss,551,2,140,Low Value,Loss,275.5,551.0,High,Average
B-25886,2018-11-28,Brijesh,Rajasthan,Udaipur,B-26000,676,151,3,Electronics,Printers,Credit Card,2018.0,November,4.0,28.0,Wednesday,22.34,225.33,Low Value,Profit,676,1,151,Low Value,Medium Profit,676.0,676.0,Low,Average
B-25975,2018-01-25,Priyanka,Uttar Pradesh,Prayagraj,B-25959,23,8,2,Clothing,Hankerchief,Debit Card,2018.0,January,1.0,25.0,Thursday,34.78,11.5,Low Value,Profit,2559,4,468,Low Value,Medium Profit,639.75,2559.0,Low,Average
B-26098,2018-03-29,Pinky,Jammu and Kashmir,Kashmir,B-25940,13,3,2,Clothing,Hankerchief,COD,2018.0,March,1.0,29.0,Thursday,23.08,6.5,Low Value,Profit,627,3,189,Low Value,Medium Profit,209.0,627.0,Low,Average
B-25614,2018-04-13,Vandana,Himachal Pradesh,Simla,B-26087,180,0,8,Clothing,Stole,COD,2018.0,April,2.0,13.0,Friday,0.0,22.5,Low Value,Break Even,498,3,-52,Low Value,Loss,166.0,498.0,Low,Average
B-25726,2018-07-21,Kiran,Maharashtra,Mumbai,B-26055,671,114,9,Electronics,Phones,Credit Card,2018.0,July,3.0,21.0,Saturday,16.99,74.56,Low Value,Profit,671,1,114,Low Value,Medium Profit,671.0,671.0,Low,Average
B-26050,2018-03-06,Paridhi,Rajasthan,Jaipur,B-25980,22,11,3,Clothing,Kurti,COD,2018.0,March,1.0,6.0,Tuesday,50.0,7.33,Low Value,Profit,587,2,77,Low Value,Medium Profit,293.5,587.0,Low,Average
B-25609,2018-04-09,Jitesh,Uttar Pradesh,Lucknow,B-25653,668,-31,3,Electronics,Printers,Credit Card,2018.0,April,2.0,9.0,Monday,-4.64,222.67,Low Value,Loss,1027,3,-13,Low Value,Loss,342.33,1026.99,High,Average
B-25741,2018-08-03,Navdeep,Madhya Pradesh,Indore,B-26052,145,0,3,Clothing,Saree,UPI,2018.0,August,3.0,3.0,Friday,0.0,48.33,Low Value,Break Even,145,1,0,Low Value,Loss,145.0,145.0,Low,Average
B-25956,2018-01-17,Shreya,Maharashtra,Mumbai,B-25877,24,8,2,Clothing,Skirt,Debit Card,2018.0,January,1.0,17.0,Wednesday,33.33,12.0,Low Value,Profit,1161,6,320,Low Value,Medium Profit,193.5,1161.0,Low,Average
B-25689,2018-06-14,Bhaggyasree,Maharashtra,Mumbai,B-25608,476,0,3,Furniture,Chairs,COD,2018.0,June,2.0,14.0,Thursday,0.0,158.67,Low Value,Break Even,476,1,0,Low Value,Loss,476.0,476.0,Low,Average
B-25939,2018-01-05,Vineet,Sikkim,Gangtok,B-25897,24,11,5,Clothing,Hankerchief,Debit Card,2018.0,January,1.0,5.0,Friday,45.83,4.8,Low Value,Profit,24,1,11,Low Value,Medium Profit,24.0,24.0,Low,Average
B-25890,2018-12-04,Divyansha,Maharashtra,Mumbai,B-25881,37,3,3,Clothing,Hankerchief,COD,2018.0,December,4.0,4.0,Tuesday,8.11,12.33,Low Value,Profit,37,1,3,Low Value,Medium Profit,37.0,37.0,Low,Average
B-25814,2018-10-10,Swapnil,Madhya Pradesh,Indore,B-25905,152,50,6,Clothing,Stole,UPI,2018.0,October,4.0,10.0,Wednesday,32.89,25.33,Low Value,Profit,170,2,58,Low Value,Medium Profit,85.0,170.0,Low,Average
B-25718,2018-07-12,Anjali,Maharashtra,Mumbai,B-25818,32,11,2,Clothing,Leggings,UPI,2018.0,July,3.0,12.0,Thursday,34.38,16.0,Low Value,Profit,171,3,36,Low Value,Medium Profit,57.0,171.0,Low,Average
B-25914,2018-12-18,Kajal,Delhi,Delhi,B-25835,52,11,5,Clothing,Leggings,COD,2018.0,December,4.0,18.0,Tuesday,21.15,10.4,Low Value,Profit,440,2,104,Low Value,Medium Profit,220.0,440.0,Low,Average
B-25903,2018-12-10,Amlan,Madhya Pradesh,Indore,B-26081,24,11,3,Clothing,Hankerchief,Debit Card,2018.0,December,4.0,10.0,Monday,45.83,8.0,Low Value,Profit,24,1,11,Low Value,Medium Profit,24.0,24.0,Low,Average
B-26096,2018-03-28,Atharv,West Bengal,Kolkata,B-25730,473,42,4,Furniture,Chairs,COD,2018.0,March,1.0,28.0,Wednesday,8.88,118.25,Low Value,Profit,1487,3,222,Low Value,Medium Profit,495.67,1487.01,Low,Average
B-25654,2018-05-10,Sabah,Maharashtra,Mumbai,B-25837,263,50,5,Clothing,Stole,COD,2018.0,May,2.0,10.0,Thursday,19.01,52.6,Low Value,Profit,263,1,50,Low Value,Medium Profit,263.0,263.0,Low,Average
B-26076,2018-03-21,Jahan,Madhya Pradesh,Bhopal,B-25893,61,11,3,Clothing,Kurti,COD,2018.0,March,1.0,21.0,Wednesday,18.03,20.33,Low Value,Profit,394,3,-65,Low Value,Medium Profit,131.33,393.99,Low,Average
B-25961,2018-01-18,Surbhi,Gujarat,Ahmedabad,B-25689,469,-459,3,Electronics,Electronic Games,COD,2018.0,January,1.0,18.0,Thursday,-97.87,156.33,Low Value,Loss,854,2,-536,Low Value,Loss,427.0,854.0,High,Average
B-25854,2018-11-08,Shubham,Maharashtra,Pune,B-26028,1272,547,2,Electronics,Phones,COD,2018.0,November,4.0,8.0,Thursday,43.0,636.0,Low Value,Profit,1926,5,442,Low Value,High Profit,385.2,1926.0,Low,Average
B-25642,2018-04-28,Ajay,Karnataka,Bangalore,B-26081,169,0,3,Electronics,Accessories,COD,2018.0,April,2.0,28.0,Saturday,0.0,56.33,Low Value,Break Even,949,3,-234,Low Value,Loss,316.33,948.99,Low,Average
B-25683,2018-06-08,Shreya,Kerala,Thiruvananthapuram,B-25903,25,11,3,Clothing,Leggings,Debit Card,2018.0,June,2.0,8.0,Friday,44.0,8.33,Low Value,Profit,1161,6,320,Low Value,Medium Profit,193.5,1161.0,Low,Average
B-26016,2018-02-14,Hazel,Karnataka,Bangalore,B-25651,457,-41,4,Clothing,Saree,COD,2018.0,February,1.0,14.0,Wednesday,-8.97,114.25,Low Value,Loss,583,3,-70,Low Value,Loss,194.33,582.99,High,Average
B-26034,2018-02-23,Vini,Karnataka,Bangalore,B-25903,455,77,8,Electronics,Accessories,COD,2018.0,February,1.0,23.0,Friday,16.92,56.88,Low Value,Profit,546,3,84,Low Value,Medium Profit,182.0,546.0,Low,Average
B-26056,2018-03-10,Sonal,Bihar,Patna,B-26086,25,2,2,Clothing,Hankerchief,Debit Card,2018.0,March,1.0,10.0,Saturday,8.0,12.5,Low Value,Profit,113,2,13,Low Value,Medium Profit,56.5,113.0,Low,Average
B-25819,2018-10-15,Ankur,Madhya Pradesh,Bhopal,B-25654,450,-90,3,Electronics,Printers,COD,2018.0,October,4.0,15.0,Monday,-20.0,150.0,Low Value,Loss,528,2,-118,Low Value,Loss,264.0,528.0,High,Average
B-25715,2018-07-10,Srishti,Jammu and Kashmir,Kashmir,B-25720,30,-35,1,Furniture,Chairs,COD,2018.0,July,3.0,10.0,Tuesday,-116.67,30.0,Low Value,Loss,30,1,-35,Low Value,Loss,30.0,30.0,High,Average
B-25933,2018-01-04,Shikhar,Maharashtra,Mumbai,B-26057,659,-37,2,Furniture,Bookcases,Credit Card,2018.0,January,1.0,4.0,Thursday,-5.61,329.5,Low Value,Loss,795,2,-70,Low Value,Loss,397.5,795.0,High,Average
B-26014,2018-02-13,Divsha,Rajasthan,Jaipur,B-25798,448,148,2,Electronics,Printers,COD,2018.0,February,1.0,13.0,Tuesday,33.04,224.0,Low Value,Profit,702,3,120,Low Value,Medium Profit,234.0,702.0,Low,Average
B-25655,2018-05-11,Nida,Madhya Pradesh,Indore,B-25961,446,53,3,Electronics,Printers,COD,2018.0,May,2.0,11.0,Friday,11.88,148.67,Low Value,Profit,490,2,27,Low Value,Medium Profit,245.0,490.0,Low,Average
